Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 0
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 15, 0
Day 16, 0
Day 17, 0
Day 18, 0
Day 19, 0
Day 20, 100
Day 21, 0
Day 22, 0
Day 23, 0
Day 24, 0
Day 25, 0
Day 26, 0
Day 27, 0
Day 28, 0
Day 29, 0
Day 30, 0
Day 31, 0
Day 32, 0
Day 33, 0
Day 34, 0
Day 35, 0
Day 36, 0
Day 37, 0
Day 38, 0
Day 39, 0
Day 40, 100
Day 41, 0
Day 42, 0
Day 43, 0
Day 44, 0
Day 45, 0
Day 46, 0
Day 47, 0
Day 48, 0
Day 49, 0
Day 50, 100
Day 51, 0
Day 52, 0
Day 53, 0
Day 54, 0
Day 55, 0
Day 56, 0
Day 57, 0
Day 58, 0
Day 59, 0
Day 60, 100
Day 61, 0
Day 62, 0
Day 63, 0
Day 64, 0
Day 65, 0
Day 66, 0
Day 67, 0
Day 68, 0
Day 69, 0
Day 70, 0
Day 71, 0
Day 72, 0
Day 73, 0
Day 74, 0
Day 75, 0
Day 76, 0
Day 77, 0
Day 78, 0
Day 79, 0
Day 80, 100
Day 81, 0
Day 82, 0
Day 83, 0
Day 84, 0
Day 85, 0
Day 86, 0
Day 87, 0
Day 88, 0
Day 89, 0
Day 90, 0
Day 91, 0
Day 92, 0
Day 93, 0
Day 94, 0
Day 95, 0
Day 96, 0
Day 97, 0
Day 98, 0
Day 99, 0
Day 100, 100
Day 101, 0
Day 102, 0
Day 103, 0
Day 104, 0
Day 105, 0
Day 106, 0
Day 107, 0
Day 108, 0
Day 109, 0
Day 110, 0
Day 111, 0
Day 112, 0
Day 113, 0
Day 114, 0
Day 115, 0
Day 116, 0
Day 117, 0
Day 118, 0
Day 119, 0
Day 120, 100
Day 121, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 0
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 15, 0
Day 16, 0
Day 17, 0
Day 18, 0
Day 19, 0
Day 20, 100
Day 21, 0
Day 22, 0
Day 23, 0
Day 24, 0
Day 25, 0
Day 26, 0
Day 27, 0
Day 28, 0
Day 29, 0
Day 30, 0
Day 31, 0
Day 32, 0
Day 33, 0
Day 34, 0
Day 35, 0
Day 36, 0
Day 37, 0
Day 38, 0
Day 39, 0
Day 40, 100
Day 41, 0
Day 42, 0
Day 43, 0
Day 44, 0
Day 45, 0
Day 46, 0
Day 47, 0
Day 48, 0
Day 49, 0
Day 50, 100
Day 51, 0
Day 52, 0
Day 53, 0
Day 54, 0
Day 55, 0
Day 56, 0
Day 57, 0
Day 58, 0
Day 59, 0
Day 60, 100
Day 61, 0
Day 62, 0
Day 63, 0
Day 64, 0
Day 65, 0
Day 66, 0
Day 67, 0
Day 68, 0
Day 69, 0
Day 70, 0
Day 71, 0
Day 72, 0
Day 73, 0
Day 74, 0
Day 75, 0
Day 76, 0
Day 77, 0
Day 78, 0
Day 79, 0
Day 80, 100
Day 81, 0
Day 82, 0
Day 83, 0
Day 84, 0
Day 85, 0
Day 86, 0
Day 87, 0
Day 88, 0
Day 89, 0
Day 90, 0
Day 91, 0
Day 92, 0
Day 93, 0
Day 94, 0
Day 95, 0
Day 96, 0
Day 97, 0
Day 98, 0
Day 99, 0
Day 100, 100
Day 101, 0
Day 102, 0
Day 103, 0
Day 104, 0
Day 105, 0
Day 106, 0
Day 107, 0
Day 108, 0
Day 109, 0
Day 110, 0
Day 111, 0
Day 112, 0
Day 113, 0
Day 114, 0
Day 115, 0
Day 116, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 100
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 100
Day 11, 0
Day 12, 0
Day 13, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 100
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 15, 0
Day 16, 0
Day 17, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 100
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 15, 0
Day 16, 0
Day 17, 0
Day 18, 0
Day 19, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 100
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 15, 0
Day 16, 0
Day 17, 0
Day 18, 0
Day 19, 0
Day 20, 100
Day 21, 0
Day 22, 0
Day 23, 0
Day 24, 0
Day 25, 0
Day 26, 0
Day 27, 0
Day 28, 0
Day 29, 0
Day 30, 100
Day 31, 0
Day 32, 0
Day 33, 0
Day 34, 0
Day 35, 0
Day 36, 0
Day 37, 0
Day 38, 0
Day 39, 0
Day 40, 100
Day 41, 0
Day 42, 0
Day 43, 0
Day 44, 0
Day 45, 0
Day 46, 0
Day 47, 0
Day 48, 0
Day 49, 0
Day 50, 100
Day 51, 0
Day 52, 0
Day 53, 0
Day 54, 0
Day 55, 0
Day 56, 0
Day 57, 0
Day 58, 0
Day 59, 0
Day 60, 100
Day 61, 0
Day 62, 0
Day 63, 0
Day 64, 0
Day 65, 0
Day 66, 0
Day 67, 0
Day 68, 0
Day 69, 0
Day 70, 100
Day 71, 0
Day 72, 0
Day 73, 0
Day 74, 0
Day 75, 0
Day 76, 0
Day 77, 0
Day 78, 0
Day 79, 0
Day 80, 100
Day 81, 0
Day 82, 0
Day 83, 0
Day 84, 0
Day 85, 0
Day 86, 0
Day 87, 0
Day 88, 0
Day 89, 0
Day 90, 100
Day 91, 0
Day 92, 0
Day 93, 0
Day 94, 0
Day 95, 0
Day 96, 0
Day 97, 0
Day 98, 0
Day 99, 0
Day 100, 100
Day 101, 0
Day 102, 0
Day 103, 0
Day 104, 0
Day 105, 0
Day 106, 0
Day 107, 0
Day 108, 0
Day 109, 0
Day 110, 100
Day 111, 0
Day 112, 0
Day 113, 0
Day 114, 0
Day 115, 0
Day 116, 0
Day 117, 0
Day 118, 0
Day 119, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 100
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 15, 0
Day 16, 0
Day 17, 0
Day 18, 0
Day 19, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 100
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 15, 0
Day 16, 0
Day 17, 0
Day 18, 0
Day 19, 0
Day 1, 0
Day 2, 0
Day 3, 0
Day 4, 0
Day 5, 0
Day 6, 0
Day 7, 0
Day 8, 0
Day 9, 0
Day 10, 100
Day 11, 0
Day 12, 0
Day 13, 0
Day 14, 0
Day 15, 0
Day 16, 0
Day 17, 0
Day 18, 0
Day 19, 0
Day 20, 100
Day 21, 0
Day 22, 0
Day 23, 0
Day 24, 0
Day 25, 0
Day 26, 0
Day 27, 0
Day 28, 0
Day 29, 0
Day 30, 100
Day 31, 0
Day 32, 0
Day 33, 0
Day 34, 0
Day 35, 0
Day 36, 0
Day 37, 0
Day 38, 0
Day 39, 0
Day 40, 100
Day 41, 0
Day 42, 0
Day 43, 0
Day 44, 0
Day 45, 0
Day 46, 0
Day 47, 0
Day 48, 0
Day 49, 0
Day 50, 100
Day 51, 0
Day 52, 0
Day 53, 0
Day 54, 0
Day 55, 0
Day 56, 0
Day 57, 0
Day 58, 0
Day 59, 0
Day 60, 100
Day 61, 0
Day 62, 0
Day 63, 0
Day 64, 0
Day 65, 0
Day 66, 0
Day 67, 0
Day 68, 0
Day 69, 0
Day 70, 100
Day 71, 0
Day 72, 0
Day 73, 0
Day 74, 0
Day 75, 0
Day 76, 0
Day 77, 0
Day 78, 0
Day 79, 0
Day 80, 100
Day 81, 0
Day 82, 0
Day 83, 0
Day 84, 0
Day 85, 0
Day 86, 0
Day 87, 0
Day 88, 0
Day 89, 0
Day 90, 100
Day 91, 0
Day 92, 0
Day 93, 0
Day 94, 0
Day 95, 0
Day 96, 0
Day 97, 0
Day 98, 0
Day 99, 0
Day 100, 100
Day 101, 0
Day 102, 0
Day 103, 0
Day 104, 0
Day 105, 0
Day 106, 0
Day 107, 0
Day 108, 0
Day 109, 0
Day 110, 100
Day 111, 0
Day 112, 0
Day 113, 0
Day 114, 0
Day 115, 0
Day 116, 0
Day 117, 0
Day 118, 0
Day 119, 0
Day 120, 100
Day 121, 0
Day 122, 0
Day 123, 0
Day 124, 0
Day 125, 0
Day 126, 0
Day 127, 0
Day 128, 0
Day 129, 0
Day 130, 100
Day 131, 0
Day 132, 0
Day 133, 0
Day 134, 0
Day 135, 0
Day 136, 0
Day 137, 0
Day 138, 0
Day 139, 0
Day 140, 100
Day 141, 0
Day 142, 0
Day 143, 0
Day 144, 0
Day 145, 0
Day 146, 0
Day 147, 0
Day 148, 0
Day 149, 0
Day 150, 100
Day 151, 0
Day 152, 0
